나이,BM지수등급,성별,추천운동명
40대,저체중,남자,하지 루틴 스트레칭1
40대,저체중,남자,넙다리 뒤쪽 스트레칭
40대,저체중,남자,옆구리 스트레칭
40대,비만전단계비만,여자,수영
40대,비만전단계비만,여자,깍지 끼고 상체 숙이기
40대,비만전단계비만,여자,어깨 스트레칭
40대,비만전단계비만,여자,팔꿈치 맞닿아 원그리기
40대,비만전단계비만,여자,양팔 벌려 전신 비틀기
40대,비만전단계비만,여자,계단 올라갔다 내려오기
40대,비만전단계비만,여자,의자 앞에서 앉았다 일어서기
40대,비만전단계비만,여자,아쿠아로빅-엉덩관절 회전하기
40대,비만전단계비만,여자,누워서 하늘 자전거
40대,비만전단계비만,여자,물병 옆으로 들어올리기
40대,비만전단계비만,여자,트레드밀에서 걷기
40대,비만전단계비만,여자,누워서 전신 뻗기
40대,비만전단계비만,여자,엉덩이 스트레칭2
40대,비만전단계비만,여자,옆구리 스트레칭
40대,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
40대,비만전단계비만,남자,수영
40대,비만전단계비만,남자,전신 루틴 스트레칭
40대,비만전단계비만,남자,허리 스트레칭
40대,비만전단계비만,남자,목 스트레칭
40대,비만전단계비만,남자,하지 루틴 스트레칭1
40대,비만전단계비만,남자,계단 올라갔다 내려오기
40대,비만전단계비만,남자,줄넘기
40대,비만전단계비만,남자,누워서 하늘 자전거
40대,비만전단계비만,남자,물병 옆으로 들어올리기
40대,비만전단계비만,남자,누워서 다리 좌우로 움직이기
40대,비만전단계비만,남자,트레드밀에서 걷기
40대,비만전단계비만,남자,누워서 전신 뻗기
40대,비만전단계비만,남자,하지 루틴 스트레칭1
40대,비만전단계비만,남자,자가근막이완술 루틴 스트레칭
40대,비만전단계비만,남자,조깅
40대,1단계비만,여자,수영
40대,1단계비만,여자,어깨 스트레칭
40대,1단계비만,여자,깍지 끼고 상체 숙이기
40대,1단계비만,여자,양팔 벌려 전신 비틀기
40대,1단계비만,여자,팔꿈치 맞닿아 원그리기
40대,1단계비만,여자,의자 앞에서 앉았다 일어서기
40대,1단계비만,여자,계단 올라갔다 내려오기
40대,1단계비만,여자,누워서 다리 좌우로 움직이기
40대,1단계비만,여자,물병 옆으로 들어올리기
40대,1단계비만,여자,누워서 하늘 자전거
40대,1단계비만,여자,트레드밀에서 걷기
40대,1단계비만,여자,누워서 전신 뻗기
40대,1단계비만,여자,하지 루틴 스트레칭1
40대,1단계비만,여자,넙다리 뒤쪽 스트레칭
40대,1단계비만,여자,목 스트레칭
40대,1단계비만,남자,수영
40대,1단계비만,남자,전신 루틴 스트레칭
40대,1단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
40대,1단계비만,남자,등/어깨 뒤쪽 스트레칭
40대,1단계비만,남자,아래 팔 스트레칭
40대,1단계비만,남자,뒤로 팔굽혀펴기
40대,1단계비만,남자,줄넘기
40대,1단계비만,남자,엎드려 버티기
40대,1단계비만,남자,윗몸올리기
40대,1단계비만,남자,누워서 다리 좌우로 움직이기
40대,1단계비만,남자,하지 루틴 스트레칭1
40대,1단계비만,남자,트레드밀에서 걷기
40대,1단계비만,남자,누워서 전신 뻗기
40대,1단계비만,남자,자가근막이완술 루틴 스트레칭
40대,1단계비만,남자,넙다리 뒤쪽 스트레칭
40대,2단계비만,여자,수영
40대,2단계비만,여자,팔꿈치 맞닿아 원그리기
40대,2단계비만,여자,양팔 벌려 전신 비틀기
40대,2단계비만,여자,깍지 끼고 상체 숙이기
40대,2단계비만,여자,어깨 스트레칭
40대,2단계비만,여자,의자 앞에서 앉았다 일어서기
40대,2단계비만,여자,서서 균형잡기
40대,2단계비만,여자,물병 옆으로 들어올리기
40대,2단계비만,여자,누워서 다리 좌우로 움직이기
40대,2단계비만,여자,아쿠아로빅
40대,2단계비만,여자,누워서 전신 뻗기
40대,2단계비만,여자,트레드밀에서 걷기
40대,2단계비만,여자,넙다리 뒤쪽 스트레칭
40대,2단계비만,여자,엉덩이 스트레칭2
40대,2단계비만,여자,등/어깨 뒤쪽 스트레칭
40대,2단계비만,남자,수영
40대,2단계비만,남자,하지 루틴 스트레칭1
40대,2단계비만,남자,상지 루틴 스트레칭
40대,2단계비만,남자,어깨 스트레칭
40대,2단계비만,남자,팔꿈치 맞닿아 원그리기
40대,2단계비만,남자,서서 균형잡기
40대,2단계비만,남자,아쿠아로빅
40대,2단계비만,남자,누워서 다리 좌우로 움직이기
40대,2단계비만,남자,누워서 하늘 자전거
40대,2단계비만,남자,물병 옆으로 들어올리기
40대,2단계비만,남자,트레드밀에서 걷기
40대,2단계비만,남자,누워서 전신 뻗기
40대,2단계비만,남자,하지 루틴 스트레칭1
40대,2단계비만,남자,넙다리 뒤쪽 스트레칭
40대,2단계비만,남자,등/어깨 뒤쪽 스트레칭
40대,3단계비만,여자,수영
40대,3단계비만,여자,어깨 스트레칭
40대,3단계비만,여자,팔꿈치 맞닿아 원그리기
40대,3단계비만,여자,깍지 끼고 상체 숙이기
40대,3단계비만,여자,양팔 벌려 전신 비틀기
40대,3단계비만,여자,의자 앞에서 앉았다 일어서기
40대,3단계비만,여자,아쿠아로빅-엉덩관절 회전하기
40대,3단계비만,여자,누워서 다리 좌우로 움직이기
40대,3단계비만,여자,누워서 하늘 자전거
40대,3단계비만,여자,아쿠아로빅
40대,3단계비만,여자,트레드밀에서 걷기
40대,3단계비만,여자,누워서 전신 뻗기
40대,3단계비만,여자,등/어깨 뒤쪽 스트레칭
40대,3단계비만,여자,옆구리 스트레칭
40대,3단계비만,여자,엉덩이 스트레칭2
40대,3단계비만,남자,수영
40대,3단계비만,남자,상지 루틴 스트레칭
40대,3단계비만,남자,양팔 벌려 전신 비틀기
40대,3단계비만,남자,깍지 끼고 상체 숙이기
40대,3단계비만,남자,서서 균형잡기
40대,3단계비만,남자,누워서 하늘 자전거
40대,3단계비만,남자,물병 옆으로 들어올리기
40대,3단계비만,남자,아쿠아로빅
40대,3단계비만,남자,누워서 다리 좌우로 움직이기
40대,3단계비만,남자,트레드밀에서 걷기
40대,3단계비만,남자,누워서 전신 뻗기
40대,3단계비만,남자,하지 루틴 스트레칭1
40대,3단계비만,남자,넙다리 뒤쪽 스트레칭
40대,3단계비만,남자,엉덩이 스트레칭2
40대,1단계비만,여자,조깅
40대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
40대,정상,여자,어깨 스트레칭
40대,정상,여자,막대 잡고 대각선으로 팔 들어올리기
40대,정상,여자,밴드 머리 뒤로 들어올리기
40대,정상,여자,누워서 막대 잡고 팔 회전하기
40대,정상,여자,버피운동
40대,정상,여자,계단 한발 뛰기
40대,정상,여자,계단 두 칸씩 뛰기
40대,정상,여자,사다리 안팎 뛰기
40대,정상,여자,뛰어 내렸다가 바로 점프하기
40대,정상,여자,짐볼 앉기 평형성 운동 루틴 프로그램
40대,정상,여자,무릎굽혀 원 그리기
40대,정상,여자,짝 스트레칭  루틴프로그램
40대,정상,여자,양발 벌려 무릎 밀어내기
40대,정상,여자,엎드려 상체 들어올리기
40대,비만전단계비만,여자,볼 잡고 점프하기
40대,비만전단계비만,여자,다리굽혀 허리 비틀기
40대,비만전단계비만,여자,전후 교차 뛰기
40대,비만전단계비만,여자,크런치 사이클
40대,비만전단계비만,여자,계단 한발 뛰기
40대,비만전단계비만,여자,계단 두 칸씩 뛰기
40대,비만전단계비만,여자,뛰어 내렸다가 바로 점프하기
40대,비만전단계비만,여자,계단 두발 뛰기
40대,비만전단계비만,여자,사다리 안팎 뛰기
40대,비만전단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
40대,비만전단계비만,여자,무릎굽혀 원 그리기
40대,비만전단계비만,남자,트레드밀에서 걷기
40대,비만전단계비만,남자,조깅
40대,비만전단계비만,남자,무릎굽혀 원 그리기
40대,비만전단계비만,남자,다리굽혀 허리 비틀기
40대,2단계비만,여자,고혈압환자_심폐지구력운동
40대,2단계비만,여자,몸통 비틀기
40대,2단계비만,남자,목 돌리기
40대,2단계비만,남자,무릎굽혀 원 그리기
40대,2단계비만,남자,상지 루틴 스트레칭
40대,2단계비만,남자,하지 루틴 스트레칭1
40대,2단계비만,남자,버피운동
40대,2단계비만,남자,뛰어 내렸다가 바로 점프하기
40대,2단계비만,남자,사다리 안팎 뛰기
40대,2단계비만,남자,계단 두발 뛰기
40대,2단계비만,남자,계단 두 칸씩 뛰기
40대,2단계비만,남자,트레드밀에서 걷기
40대,2단계비만,남자,누워서 전신 뻗기
40대,2단계비만,남자,엎드려 뒤로 다리 올리기
40대,2단계비만,남자,의자 앞에서 앉았다 일어서기
40대,2단계비만,남자,의자에 앉아 다리 뻗어 올리기
40대,저체중,남자,수영
40대,저체중,남자,윗몸올리기
40대,저체중,남자,실내 자전거타기
40대,저체중,남자,트레드밀에서 걷기
40대,저체중,남자,하지 루틴 스트레칭1
40대,저체중,남자,목 스트레칭
40대,1단계비만,여자,트레드밀에서 걷기
40대,1단계비만,여자,계단 올라갔다 내려오기
40대,1단계비만,여자,하지 루틴 스트레칭1
40대,1단계비만,여자,목 스트레칭
40대,1단계비만,여자,엉덩이 스트레칭
40대,1단계비만,여자,자가근막이완술 루틴 스트레칭
40대,2단계비만,여자,폼롤러 이용 유연성운동 루틴 프로그램
40대,2단계비만,여자,작은 공을 이용한 동적 루틴 스트레칭
40대,2단계비만,여자,의자 앞에서 앉았다 일어서기
40대,2단계비만,여자,실내 자전거타기
40대,2단계비만,여자,트레드밀에서 걷기
40대,2단계비만,여자,뒤로 팔굽혀펴기
40대,2단계비만,여자,수영
40대,2단계비만,여자,목 스트레칭
40대,2단계비만,여자,엉덩이 스트레칭
40대,3단계비만,남자,목 스트레칭
40대,3단계비만,남자,조깅
40대,3단계비만,남자,상지 루틴 스트레칭
40대,정상,남자,상지 루틴 스트레칭
40대,정상,남자,엎드려 버티기
40대,정상,남자,윗몸올리기
40대,정상,남자,앉았다 일어서기
40대,정상,남자,줄넘기
40대,정상,남자,달리기
40대,정상,남자,하지 루틴 스트레칭2
40대,정상,남자,상지 루틴 스트레칭
40대,정상,남자,하지 루틴 스트레칭1
40대,정상,남자,누워서 전신 뻗기
40대,정상,남자,트레드밀에서 걷기
40대,비만전단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
40대,비만전단계비만,남자,허리 스트레칭
40대,비만전단계비만,남자,수영
40대,비만전단계비만,남자,엎드려 버티기
40대,비만전단계비만,남자,윗몸올리기
40대,비만전단계비만,남자,줄넘기
40대,비만전단계비만,남자,점프 팔굽혀펴기
40대,2단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
40대,2단계비만,여자,무릎굽혀 원 그리기
40대,2단계비만,여자,옆구리 스트레칭
40대,3단계비만,여자,수영
40대,3단계비만,여자,깍지 끼고 상체 숙이기
40대,3단계비만,여자,어깨 스트레칭
40대,3단계비만,여자,팔꿈치 맞닿아 원그리기
40대,3단계비만,여자,양팔 벌려 전신 비틀기
40대,3단계비만,여자,점프 팔굽혀펴기
40대,3단계비만,여자,계단 한발 뛰기
40대,3단계비만,여자,버피운동
40대,3단계비만,여자,계단 두발 뛰기
40대,3단계비만,여자,사다리 안팎 뛰기
40대,3단계비만,여자,트레드밀에서 걷기
40대,3단계비만,여자,누워서 전신 뻗기
40대,3단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
40대,3단계비만,여자,무릎굽혀 원 그리기
40대,3단계비만,여자,등/어깨 뒤쪽 스트레칭
50대,2단계비만,여자,엎드려서 다리 굽히기
50대,1단계비만,남자,짐볼 이용해 앉았다 일어서기
50대,1단계비만,남자,골반 스트레칭
50대,1단계비만,남자,하지 루틴 스트레칭1
50대,1단계비만,남자,상지 루틴 스트레칭
50대,1단계비만,남자,하지 루틴 스트레칭2
50대,1단계비만,남자,팔굽혀 펴기
50대,1단계비만,남자,턱걸이
50대,2단계비만,여자,전신 루틴 스트레칭
50대,2단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,2단계비만,여자,엉덩이 스트레칭
50대,2단계비만,여자,목 스트레칭
50대,2단계비만,여자,조깅
50대,비만전단계비만,남자,옆구리늘리기
50대,비만전단계비만,남자,폼롤러 이용 유연성운동 루틴 프로그램
50대,비만전단계비만,남자,전신 루틴 스트레칭
50대,비만전단계비만,남자,상지 루틴 스트레칭
50대,비만전단계비만,남자,좌식생활자를 위한 동적 루틴 스트레칭
50대,비만전단계비만,남자,하지 루틴 스트레칭1
50대,3단계비만,여자,누워서 배가로근 수축 II
50대,3단계비만,남자,상지 루틴 스트레칭
50대,3단계비만,남자,전신 루틴 스트레칭
50대,1단계비만,여자,옆구리늘리기
50대,1단계비만,여자,탄력밴드 어깨 가쪽 돌림
50대,1단계비만,여자,폼롤러 이용 유연성운동 루틴 프로그램
50대,1단계비만,여자,가슴 어깨 펴기
50대,1단계비만,여자,누워서 배가로근 수축 II
50대,1단계비만,여자,네발기기 자세에서 다리 위로 뻗어올리기
50대,1단계비만,여자,네발기기 자세로 팔 다리 들기
50대,정상,여자,옆구리늘리기
50대,정상,여자,가슴 어깨 펴기
50대,정상,여자,폼롤러 이용 유연성운동 루틴 프로그램
50대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
50대,정상,남자,한발 앞으로 내밀고 앉았다 일어서기
50대,정상,남자,하지 루틴 스트레칭2
50대,정상,남자,상지 루틴 스트레칭
50대,정상,남자,전신 루틴 스트레칭
50대,정상,남자,옆구리 스트레칭
50대,정상,남자,의자 잡고 전방으로 무릎 굽혀 들기
50대,저체중,여자,몸통 들어올리기
50대,저체중,여자,가슴/어깨 앞쪽 스트레칭
50대,저체중,여자,트레드밀에서 걷기
50대,저체중,여자,등/어깨 뒤쪽 스트레칭
50대,저체중,남자,트레드밀에서 걷기
50대,저체중,남자,가슴/어깨 앞쪽 스트레칭
50대,저체중,남자,등/어깨 뒤쪽 스트레칭
50대,저체중,남자,아래 팔 스트레칭
50대,저체중,남자,줄넘기
50대,저체중,남자,서서 바벨 위로 밀기
50대,저체중,남자,바벨들어올리기
50대,저체중,남자,한발 앞으로 내밀고 앉았다 일어서기
50대,저체중,남자,앉았다 일어서기
50대,저체중,남자,바벨 끌어당기기
50대,저체중,남자,네발 걷기
50대,1단계비만,여자,손목 펴기/굽히기
50대,1단계비만,여자,엉덩이 스트레칭
50대,1단계비만,여자,조깅
50대,1단계비만,여자,엉덩이 스트레칭
50대,1단계비만,여자,목 스트레칭
50대,1단계비만,여자,자가근막이완술 루틴 스트레칭
50대,1단계비만,여자,전신 루틴 스트레칭
50대,비만전단계비만,남자,목 스트레칭
50대,비만전단계비만,남자,허리 스트레칭
50대,비만전단계비만,남자,상지 루틴 스트레칭
50대,비만전단계비만,남자,하지 루틴 스트레칭1
50대,비만전단계비만,남자,등/어깨 뒤쪽 스트레칭
50대,비만전단계비만,남자,앉았다 일어서기
50대,비만전단계비만,남자,볼 튕기면서 스쿼트
50대,비만전단계비만,남자,넙다리 뒤쪽 스트레칭
50대,비만전단계비만,남자,전신 루틴 스트레칭
50대,비만전단계비만,남자,상지 루틴 스트레칭
50대,비만전단계비만,남자,하지 루틴 스트레칭2
50대,비만전단계비만,남자,조깅
50대,비만전단계비만,남자,무릎굽혀 원 그리기
50대,비만전단계비만,남자,상지 루틴 스트레칭
50대,비만전단계비만,남자,자가근막이완술 루틴 스트레칭
50대,1단계비만,여자,밴드 잡고 누워서 다리 밀기
50대,1단계비만,여자,서서 팔꿈치 펴기
50대,1단계비만,여자,옆구리 스트레칭
50대,1단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,1단계비만,여자,무릎굽혀 원 그리기
50대,1단계비만,여자,팔꿈치 원 그리기
50대,1단계비만,여자,자세낮춰 이동하기
50대,1단계비만,여자,팔꿈치 머리 뒤로 젖히기
50대,1단계비만,남자,줄넘기
50대,정상,남자,누워서 엉덩이 들어올리기
50대,정상,남자,달리기
50대,정상,남자,엎드려 버티기
50대,정상,남자,앉았다 일어서기
50대,정상,남자,등/어깨 뒤쪽 스트레칭
50대,정상,남자,상지 루틴 스트레칭
50대,정상,남자,하지 루틴 스트레칭1
50대,정상,남자,목 스트레칭
50대,정상,남자,유산소 운동 전 동적 루틴 스트레칭
50대,저체중,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,저체중,여자,엉덩이 스트레칭
50대,저체중,여자,목 스트레칭
50대,저체중,여자,무릎굽혀 원 그리기
50대,저체중,여자,조깅
50대,저체중,여자,등/어깨 뒤쪽 스트레칭
50대,저체중,여자,엉덩이 스트레칭
50대,저체중,여자,네발기기 자세에서 다리 위로 뻗어올리기
50대,저체중,여자,누워서 배가로근 수축 II
50대,저체중,여자,네발기기 자세로 팔 다리 들기
50대,저체중,여자,허리 스트레칭
50대,저체중,여자,폼롤러 이용 유연성운동 루틴 프로그램
50대,저체중,여자,옆구리늘리기
50대,저체중,여자,탄력밴드 어깨 가쪽 돌림
50대,저체중,여자,가슴 어깨 펴기
50대,저체중,여자,볼 튕기면서 스쿼트
50대,저체중,여자,서서 바벨 위로 밀기
50대,저체중,여자,바벨들어올리기
50대,저체중,여자,몸통 들어올리기
50대,저체중,여자,엎드려서 팔 다리 들기
50대,저체중,여자,앉아서 어깨 위로 밀기
50대,저체중,여자,가슴/어깨 앞쪽 스트레칭
50대,저체중,여자,트레드밀에서 걷기
50대,저체중,여자,몸통 들어올리기
50대,정상,남자,발목 돌리기
50대,정상,남자,아쿠아로빅 심폐지구력운동 루틴 프로그램
50대,정상,남자,종아리 사이 감아 돌리기
50대,정상,남자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,정상,남자,하지 루틴 스트레칭2
50대,정상,여자,목 스트레칭
50대,정상,여자,자가근막이완술 루틴 스트레칭
50대,정상,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,정상,여자,무릎굽혀 원 그리기
50대,정상,여자,하지 루틴 스트레칭2
50대,정상,여자,앉았다 일어서기
50대,정상,여자,조깅
50대,정상,여자,버피 테스트
50대,정상,여자,볼 튕기면서 스쿼트
50대,정상,여자,앉았다 일어서기
50대,정상,여자,하지 루틴 스트레칭1
50대,정상,여자,상지 루틴 스트레칭
50대,정상,여자,유산소 운동 전 동적 루틴 스트레칭
50대,정상,여자,몸통 들어올리기
50대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
50대,정상,남자,목 스트레칭
50대,정상,남자,엉덩이 스트레칭
50대,정상,남자,전신 루틴 스트레칭
50대,정상,남자,조깅
50대,정상,남자,상지 루틴 스트레칭
50대,정상,남자,엎드려서 팔 다리 들기
50대,정상,남자,한발 앞으로 내밀고 앉았다 일어서기
50대,정상,남자,누워서 엉덩이 들어올리기
50대,정상,남자,앉았다 일어서기
50대,정상,남자,달리기
50대,정상,남자,가슴 어깨 펴기
50대,정상,남자,탄력밴드 어깨 가쪽 돌림
50대,정상,남자,옆구리늘리기
50대,정상,남자,유산소 운동 전 동적 루틴 스트레칭
50대,정상,남자,앉아서 밴드 잡고 몸통 돌리기
50대,정상,여자,목 스트레칭
50대,정상,여자,엉덩이 스트레칭
50대,정상,여자,자가근막이완술 루틴 스트레칭
50대,정상,여자,전신 루틴 스트레칭
50대,정상,여자,조깅
50대,정상,여자,엉덩이 스트레칭
50대,정상,여자,넙다리 뒤쪽 스트레칭
50대,정상,여자,네발기기 자세로 팔 다리 들기
50대,정상,여자,네발기기 자세에서 다리 위로 뻗어올리기
50대,정상,여자,누워서 배가로근 수축 II
50대,정상,여자,빠르게 무릎 올려 찍기
50대,정상,여자,무릎굽혀 원 그리기
50대,정상,여자,짐볼 앉기 평형성 운동 루틴 프로그램
50대,정상,여자,아쿠아로빅-발 닿기
50대,정상,여자,목 스트레칭
50대,정상,여자,목봉잡고 앉았다 일어나기
50대,정상,여자,밴드 잡고 누워서 다리 밀기
50대,정상,여자,몸통 들어올리기
50대,정상,여자,엎드려서 다리 굽히기
50대,정상,여자,계단 한발 뛰기
50대,정상,여자,몸통 앞으로 굽혀 걷기
50대,정상,여자,탄력밴드 후방 측면으로 당기기
50대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
50대,정상,남자,수영
50대,저체중,남자,요가 및 필라테스  루틴프로그램
50대,저체중,남자,척추 들어올리기
50대,2단계비만,여자,누워서 다리 들어올리기
50대,저체중,남자,협응력 향상 프로그램_계이름 치기
50대,저체중,남자,사다리 운동  루틴프로그램
50대,저체중,남자,목 스트레칭
50대,1단계비만,남자,아래 팔 스트레칭
50대,1단계비만,남자,등/어깨 뒤쪽 스트레칭
50대,1단계비만,남자,무릎굽혀 원 그리기
50대,1단계비만,남자,목 돌리기
50대,1단계비만,남자,밴드 잡고 누워서 다리 밀기
50대,1단계비만,남자,짐볼을 이용한 동적 루틴 스트레칭
50대,1단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
50대,1단계비만,남자,작은 공을 이용한 동적 루틴 스트레칭
50대,1단계비만,남자,옆구리늘리기
50대,정상,여자,팔꿈치 맞닿아 원그리기
50대,정상,여자,양팔 벌려 전신 비틀기
50대,정상,여자,어깨 스트레칭
50대,정상,여자,깍지 끼고 상체 숙이기
50대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
50대,정상,여자,몸통 들어올리기
50대,정상,여자,밴드 걸고 옆으로 누워 다리 올리기
50대,정상,여자,밴드 걸고 앉아서 발등 굽힘
50대,정상,여자,밴드 걸고 누워서 다리 들어올리기
50대,정상,여자,짐볼에서 윗몸 일으키기
50대,정상,여자,넙다리 뒤쪽 스트레칭
50대,정상,여자,등/어깨 뒤쪽 스트레칭
50대,정상,여자,옆구리 스트레칭
50대,정상,여자,목 스트레칭
50대,정상,여자,엉덩이 스트레칭2
50대,정상,남자,유산소 운동 전 동적 루틴 스트레칭
50대,정상,남자,하지 루틴 스트레칭1
50대,정상,남자,상지 루틴 스트레칭
50대,정상,남자,앉아서 밴드 잡고 몸통 돌리기
50대,정상,남자,앉았다 일어서기
50대,정상,남자,줄넘기
50대,정상,남자,달리기
50대,정상,남자,엎드려 버티기
50대,정상,남자,물병 옆으로 들어올리기
50대,정상,남자,트레드밀에서 걷기
50대,정상,남자,누워서 전신 뻗기
50대,정상,남자,하지 루틴 스트레칭2
50대,정상,남자,하지 루틴 스트레칭1
50대,정상,남자,넙다리 뒤쪽 스트레칭
50대,저체중,여자,몸통 들어올리기
50대,저체중,여자,양팔 벌려 전신 비틀기
50대,저체중,여자,팔꿈치 맞닿아 원그리기
50대,저체중,여자,어깨 스트레칭
50대,저체중,여자,깍지 끼고 상체 숙이기
50대,저체중,여자,몸통 들어올리기
50대,저체중,여자,밴드 걸고 앉아서 발등 굽힘
50대,저체중,여자,밴드 걸고 누워서 다리 들어올리기
50대,저체중,여자,밴드 걸고 옆으로 누워 다리 올리기
50대,저체중,여자,짐볼에서 윗몸 일으키기
50대,저체중,여자,넙다리 뒤쪽 스트레칭
50대,저체중,여자,목 스트레칭
50대,저체중,여자,옆구리 스트레칭
50대,저체중,여자,엉덩이 스트레칭2
50대,저체중,여자,등/어깨 뒤쪽 스트레칭
50대,저체중,남자,등/어깨 뒤쪽 스트레칭
50대,저체중,남자,트레드밀에서 걷기
50대,저체중,남자,가슴/어깨 앞쪽 스트레칭
50대,저체중,남자,수영
50대,저체중,남자,목 스트레칭
50대,저체중,남자,바벨 끌어당기기
50대,저체중,남자,앉았다 일어서기
50대,저체중,남자,한발 앞으로 내밀고 앉았다 일어서기
50대,저체중,남자,서서 바벨 위로 밀기
50대,저체중,남자,바벨들어올리기
50대,저체중,남자,트레드밀에서 걷기
50대,저체중,남자,누워서 전신 뻗기
50대,저체중,남자,하지 루틴 스트레칭1
50대,저체중,남자,넙다리 뒤쪽 스트레칭
50대,저체중,남자,엉덩이 스트레칭2
50대,비만전단계비만,여자,몸통 들어올리기
50대,비만전단계비만,여자,어깨 스트레칭
50대,비만전단계비만,여자,깍지 끼고 상체 숙이기
50대,비만전단계비만,여자,양팔 벌려 전신 비틀기
50대,비만전단계비만,여자,팔꿈치 맞닿아 원그리기
50대,비만전단계비만,여자,계단 올라갔다 내려오기
50대,비만전단계비만,여자,계단 뛰어 오르기
50대,비만전단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
50대,비만전단계비만,여자,밴드 걸고 누워서 다리 들어올리기
50대,비만전단계비만,여자,밴드 걸고 앉아서 발등 굽힘
50대,비만전단계비만,여자,넙다리 뒤쪽 스트레칭
50대,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
50대,비만전단계비만,여자,엉덩이 스트레칭2
50대,비만전단계비만,여자,옆구리 스트레칭
50대,비만전단계비만,여자,목 스트레칭
50대,비만전단계비만,남자,허리 스트레칭
50대,비만전단계비만,남자,수영
50대,비만전단계비만,남자,목 스트레칭
50대,비만전단계비만,남자,상지 루틴 스트레칭
50대,비만전단계비만,남자,하지 루틴 스트레칭1
50대,비만전단계비만,남자,계단 올라갔다 내려오기
50대,비만전단계비만,남자,전신 루틴 스트레칭
50대,비만전단계비만,남자,등/어깨 뒤쪽 스트레칭
50대,비만전단계비만,남자,하지 루틴 스트레칭1
50대,비만전단계비만,남자,넙다리 뒤쪽 스트레칭
50대,비만전단계비만,남자,누워서 전신 뻗기
50대,비만전단계비만,남자,트레드밀에서 걷기
50대,비만전단계비만,남자,조깅
50대,비만전단계비만,남자,자가근막이완술 루틴 스트레칭
50대,비만전단계비만,남자,하지 루틴 스트레칭1
50대,1단계비만,여자,깍지 끼고 상체 숙이기
50대,1단계비만,여자,양팔 벌려 전신 비틀기
50대,1단계비만,여자,어깨 스트레칭
50대,1단계비만,여자,팔꿈치 맞닿아 원그리기
50대,1단계비만,여자,수영
50대,1단계비만,여자,밴드 걸고 누워서 다리 들어올리기
50대,1단계비만,여자,몸통 들어올리기
50대,1단계비만,여자,밴드 걸고 앉아서 발등 굽힘
50대,1단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
50대,1단계비만,여자,짐볼에서 윗몸 일으키기
50대,1단계비만,여자,넙다리 뒤쪽 스트레칭
50대,1단계비만,여자,등/어깨 뒤쪽 스트레칭
50대,1단계비만,여자,옆구리 스트레칭
50대,1단계비만,여자,목 스트레칭
50대,1단계비만,여자,엉덩이 스트레칭2
50대,1단계비만,남자,수영
50대,1단계비만,남자,등/어깨 뒤쪽 스트레칭
50대,1단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
50대,1단계비만,남자,아래 팔 스트레칭
50대,1단계비만,남자,줄넘기
50대,1단계비만,남자,뒤로 팔굽혀펴기
50대,1단계비만,남자,줄넘기
50대,1단계비만,남자,엎드려 버티기
50대,1단계비만,남자,윗몸올리기
50대,1단계비만,남자,물병 옆으로 들어올리기
50대,1단계비만,남자,하지 루틴 스트레칭1
50대,1단계비만,남자,트레드밀에서 걷기
50대,1단계비만,남자,누워서 전신 뻗기
50대,1단계비만,남자,엉덩이 스트레칭2
50대,1단계비만,남자,옆구리 스트레칭
50대,2단계비만,여자,깍지 끼고 상체 숙이기
50대,2단계비만,여자,양팔 벌려 전신 비틀기
50대,2단계비만,여자,팔꿈치 맞닿아 원그리기
50대,2단계비만,여자,어깨 스트레칭
50대,2단계비만,여자,골반 스트레칭2
50대,2단계비만,여자,밴드 걸고 누워서 다리 들어올리기
50대,2단계비만,여자,짐볼에서 윗몸 일으키기
50대,2단계비만,여자,몸통 들어올리기
50대,2단계비만,여자,밴드 걸고 앉아서 발등 굽힘
50대,2단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
50대,2단계비만,여자,엉덩이 스트레칭2
50대,2단계비만,여자,등/어깨 뒤쪽 스트레칭
50대,2단계비만,여자,옆구리 스트레칭
50대,2단계비만,여자,목 스트레칭
50대,2단계비만,여자,넙다리 뒤쪽 스트레칭
50대,2단계비만,남자,수영
50대,2단계비만,남자,하지 루틴 스트레칭1
